eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,
197107270001,1971,7,27,,0,,209,Turkey,10,Middle East & North Africa,Izmir,Selcuk,37.950322,27.373266,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,,Bank,209,Turkey,,,,,,,,,,,,,,,,,RYF,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
197110110001,1971,10,11,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",,"Auto, US consulate Car",217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197111040001,1971,11,4,,0,,209,Turkey,10,Middle East & North Africa,Izmir,Izmir,38.395649,27.135641,1,0,,,1,1,1,-9,,,0,0,0,6,Hostage Taking (Kidnapping),,,,,1,Business,7,Retail/Grocery/Bakery,own business,wealthy jeweler,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,,,,Turkey,1,0,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197112290001,1971,12,29,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Israeli Embassy,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,,
197201170004,1972,1,17,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,civil engineers facility,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,,
197203260001,1972,3,26,,0,,209,Turkey,10,Middle East & North Africa,Ordu,Unye,41.127098,37.287124,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,6,Hostage Taking (Kidnapping),,,,,4,Military,37,NATO,NATO,NATO Radar technicians,422,International,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,10,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,3,,,0,,,0,,,,,1,3,0,,,,Turkey,1,0,,,,,4,Hostage(s) killed (not during rescue attempt),3,,,,,PGIS,0,1,1,1,,
197205020002,1972,5,2,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,,six autos,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),18000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197205020003,1972,5,2,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,three buildings,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),12000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197205030003,1972,5,3,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,U.S. Civil Engineer Facility,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosives,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,,
197205030004,1972,5,3,,1,5/4/1972,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,-9,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Turkish Airlines,DC-9,209,Turkey,,,,,,,,,,,,,,,,,Turkish Leftists,,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,Grenades,0,0,0,0,0,0,,0,,,,,1,61,0,,,Bulgaria,Bulgaria,0,,,,,,2,Hostage(s) released by perpetrators,,,,,,Hijacking DB,0,0,0,0,
197205040001,1972,5,4,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Turkish Army,General Officer,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197205070001,1972,5,7,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,commercial establishments,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,3,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197210220002,1972,10,22,,1,10/23/1972,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,-9,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Turkish Airlines,B-707,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,2,,0,0,,,,,1,-99,0,,,Bulgaria,Bulgaria,0,,,,,,2,Hostage(s) released by perpetrators,,,,,,Hijacking DB,-9,-9,0,-9,,
197410300001,1974,10,30,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",US,"unk, Sergeant assigned DAO",217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197503100001,1975,3,10,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,U.S. Consulate,217,United States,,,,,,,,,,,,,,,,,Mahir Cayan Suicide Group,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197505220002,1975,5,22,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,U.S. Turkish Supply Depot,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197505230001,1975,5,23,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),,U.S. Army truck,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197509240003,1975,9,24,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,U.S. military hotel,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,,
197509250006,1975,9,25,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Spanish Embassy,185,Spain,,,,,,,,,,,,,,,,,International Revolutionary Action Group (GARI),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197510110001,1975,10,11,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,U.S. Base Civil Engineer Detachment Building,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197510110002,1975,10,11,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,U.S. Ankara Officers Club,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197510280001,1975,10,28,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Turkish-Iranian Associatin,209,Turkey,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
197510280002,1975,10,28,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,British Consulate,216,Great Britain,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197510280003,1975,10,28,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,Iranian consulate,94,Iran,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197600000001,1976,1,1,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),,Turkish Army Vehicle,209,Turkey,,,,,,,,,,,,,,,,,Armenian Secret Army for the Liberation of Armenia,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,Hyland,0,1,0,1,,
197600000002,1976,1,1,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,military base,209,Turkey,,,,,,,,,,,,,,,,,Armenian Secret Army for the Liberation of Armenia,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,Hyland,0,1,0,1,,
197601220001,1976,1,22,,0,,209,Turkey,10,Middle East & North Africa,Malatya,Malatya,38.348981,38.301241,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Turkish Govt,"unk, Policeman",209,Turkey,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,4,,,,,,,,,,,,5,Firearms,3,Handgun,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Pistols,2,2,,0,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197601250001,1976,1,25,,0,,209,Turkey,10,Middle East & North Africa,Izmir,Izmir,38.395649,27.135641,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,22,Violent Political Party,110,Party Office/Facility,Nationalist Action Party,Headquarters,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197601280001,1976,1,28,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,U.S. Government Truck,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197602000003,1976,2,1,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,18,Tourists,96,Tour Bus/Van,,tourist coach,209,Turkey,,,,,,,,,,,,,,,,,Armenian Secret Army for the Liberation of Armenia,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,Hyland,0,1,0,1,,
197602190001,1976,2,19,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,,Bank,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197602190002,1976,2,19,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,apartment,209,Turkey,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
197602190003,1976,2,19,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Police Station,209,Turkey,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
197603270001,1976,3,27,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",,U.S. Military Personnel,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197603270002,1976,3,27,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),,U.S. Air Force Vehicle,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),250,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197603270003,1976,3,27,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,,Italian Bank,98,Italy,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197603290004,1976,3,29,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Police office,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197603290005,1976,3,29,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,Government Building,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197603290006,1976,3,29,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,,Government Building,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197603290007,1976,3,29,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Police Office,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197603300002,1976,3,30,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,"residence, Chief of Secret Service",209,Turkey,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),250,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
197603300003,1976,3,30,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,"residence, Chief of Jandarma",209,Turkey,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),150,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
197603310001,1976,3,31,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,43,Airline Officer/Personnel,,Pan Am airline ofice,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197604080001,1976,4,8,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Turkish Senator,"unk, Son",209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,
197604230002,1976,4,23,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,American Language and Trade Institute,217,United States,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
197604230003,1976,4,23,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,43,Airline Officer/Personnel,,Iran Air ticket office,94,Iran,,,,,,,,,,,,,,,,,Turkish Peoples Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,4,,,1,3,Minor (likely < $1 million),5000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,,
